fault_id,source_dataset,scenario_id,fault_type_raw,fault_type_cn,fault_level,affected_kpis,start_time,end_time,station_id,fault_longitude,fault_latitude,truth_longitude,truth_latitude,localization_error_m,diagnosis_text
TS_anomalous__synthetic__Zone_C__File_00102,TelecomTS,anomalous__synthetic__Zone_C__File,High Network Congestion (Sudden Spike),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;PRB_Utilization_DL;RX_Bytes;DL_NumberOfPackets;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:06:08.000,2034-12-20 00:06:20.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Sudden spike in wireless network congestion. - **Symptoms:** Significant uplink buffer backlog (100–400% increase), elevated PRB utilization for both uplink and downlink (30–80% increase), higher block error rates (50–150% increase), reduced transmitted/received bytes (20–50% decrease), lower packet counts (40–60% decrease), and increased PRBs allocated (40–100% increase). - **Root Cause:** Abrupt surge in network traffic demand or interference leading to congestion and resource saturation. - **Resolution:** Identified and mitigated the traffic surge, optimized resource allocation, and adjusted scheduling parameters to balance load and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00103,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:00:28.800,2034-12-20 00:00:41.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00104,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty Handover Algorithm (Too Frequent),基站故障,一般,Estimated_UL_Buffer;UL_BLER;RX_Bytes;DL_NumberOfPackets;UL_SNR;UL_NumberOfPackets;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:13:36.000,2034-12-20 00:13:48.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Excessively frequent handovers due to a faulty handover algorithm. - **Symptoms:** Periodic fluctuations in Reference Signal Received Power (2.00–5.00 amplitude, 0.1000–0.3000 Hz); periodic uplink Signal-to-Noise Ratio fluctuations (1.00–3.00 amplitude, 0.1000–0.3000 Hz); increased block error rates on both uplink and downlink (30%–150%); reduced transmitted and received byte counts (10%–50% decrease); increased uplink buffer backlog (50%–200%); increased uplink/downlink packet counts (50%–200%). - **Root Cause:** Malfunctioning handover algorithm causing excessive, unnecessary cell transitions. - **Resolution:** Optimized handover algorithm parameters and thresholds to reduce handover frequency and stabilize network performance."
TS_anomalous__synthetic__Zone_C__File_00105,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:03:56.800,2034-12-20 00:04:09.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00106,TelecomTS,anomalous__synthetic__Zone_C__File,Buffer Overflow (Gradual Buildup),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;DL_NumberOfPackets;PRB_Utilization_DL;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:12:16.000,2034-12-20 00:12:28.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Gradually worsening uplink buffer overflow in the wireless network. - **Symptoms:** Exponential growth in uplink buffer backlog and block error rates; logarithmic decay of transmitted and received bytes; linear increase in uplink and downlink packet counts; logistic growth in PRB utilization and PRBs allocated. - **Root Cause:** Persistent mismatch between offered uplink traffic load and available uplink capacity, likely due to sustained congestion or misconfigured scheduling/resource allocation. - **Resolution:** Increased uplink resource allocation, optimized scheduling parameters, and temporarily throttled uplink traffic to restore buffer stability and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00107,TelecomTS,anomalous__synthetic__Zone_C__File,Co-Channel Interference (Mild),信道干扰,预警,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:15:21.600,2034-12-20 00:15:34.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Mild co-channel interference detected in the wireless network. - **Symptoms:** Decreased reference signal power (3–8 units), reduced uplink SNR (1–3 units), increased block error rates (uplink & downlink 10–40%), reduced transmitted and received bytes (5–15%), and higher PRB utilization and allocation (5–20%). - **Root Cause:** Overlapping channels from neighboring cells causing interference. - **Resolution:** Optimized frequency planning and channel allocation; adjusted transmission power and cell overlap to minimize interference."
TS_anomalous__synthetic__Zone_C__File_00108,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:05:00.800,2034-12-20 00:05:13.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00109,TelecomTS,anomalous__synthetic__Zone_C__File,Doppler Shift (Severe),信道干扰,严重,UL_NPRB;RX_Bytes;UL_SNR;TX_Bytes;DL_MCS;RSRP;UL_MCS,2034-12-20 00:14:24.000,2034-12-20 00:14:36.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Severe Doppler shift causing periodic wireless signal and throughput instability. - **Symptoms:** Periodic fluctuations in RSRP (3–8 dB) and uplink SNR (2–5 dB) at 2–3 Hz; downlink and uplink MCS decreased by 1–2 levels; multiplicative oscillations in transmitted/received bytes (factor 0.20–0.40) and PRBs allocated (factor 0.30–0.60) at 2–3 Hz. - **Root Cause:** Rapid relative motion between the transmitter and receiver inducing Doppler effect. - **Resolution:** Reduced source/receiver mobility, reoriented antennas for optimal alignment, and updated scheduling/adaptation algorithms to improve performance under mobility scenarios."
TS_anomalous__synthetic__Zone_C__File_00110,TelecomTS,anomalous__synthetic__Zone_C__File,Doppler Shift (Severe),信道干扰,严重,UL_NPRB;RX_Bytes;UL_SNR;TX_Bytes;DL_MCS;RSRP;UL_MCS,2034-12-20 00:02:33.600,2034-12-20 00:02:46.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Severe Doppler shift causing periodic wireless signal and throughput instability. - **Symptoms:** Periodic fluctuations in RSRP (3–8 dB) and uplink SNR (2–5 dB) at 2–3 Hz; downlink and uplink MCS decreased by 1–2 levels; multiplicative oscillations in transmitted/received bytes (factor 0.20–0.40) and PRBs allocated (factor 0.30–0.60) at 2–3 Hz. - **Root Cause:** Rapid relative motion between the transmitter and receiver inducing Doppler effect. - **Resolution:** Reduced source/receiver mobility, reoriented antennas for optimal alignment, and updated scheduling/adaptation algorithms to improve performance under mobility scenarios."
TS_anomalous__synthetic__Zone_C__File_00111,TelecomTS,anomalous__synthetic__Zone_C__File,High Network Congestion (Sudden Spike),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;PRB_Utilization_DL;RX_Bytes;DL_NumberOfPackets;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:06:17.600,2034-12-20 00:06:30.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Sudden spike in wireless network congestion. - **Symptoms:** Significant uplink buffer backlog (100–400% increase), elevated PRB utilization for both uplink and downlink (30–80% increase), higher block error rates (50–150% increase), reduced transmitted/received bytes (20–50% decrease), lower packet counts (40–60% decrease), and increased PRBs allocated (40–100% increase). - **Root Cause:** Abrupt surge in network traffic demand or interference leading to congestion and resource saturation. - **Resolution:** Identified and mitigated the traffic surge, optimized resource allocation, and adjusted scheduling parameters to balance load and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00112,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:04:57.600,2034-12-20 00:05:10.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00113,TelecomTS,anomalous__synthetic__Zone_C__File,Buffer Overflow (Gradual Buildup),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;DL_NumberOfPackets;PRB_Utilization_DL;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:07:53.600,2034-12-20 00:08:06.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Gradually worsening uplink buffer overflow in the wireless network. - **Symptoms:** Exponential growth in uplink buffer backlog and block error rates; logarithmic decay of transmitted and received bytes; linear increase in uplink and downlink packet counts; logistic growth in PRB utilization and PRBs allocated. - **Root Cause:** Persistent mismatch between offered uplink traffic load and available uplink capacity, likely due to sustained congestion or misconfigured scheduling/resource allocation. - **Resolution:** Increased uplink resource allocation, optimized scheduling parameters, and temporarily throttled uplink traffic to restore buffer stability and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00114,TelecomTS,anomalous__synthetic__Zone_C__File,Resource Allocation Bugs,带宽不足,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;PRB_Utilization_DL;PRBs_UL_Current;RX_Bytes;TX_Bytes;PRBs_DL_Current;DL_BLER,2034-12-20 00:00:06.400,2034-12-20 00:00:19.100,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Oscillatory resource allocation bug causing unstable wireless network performance. - **Symptoms:** Downlink and uplink PRBs and their utilizations, allocated PRBs, and transmitted/received bytes all exhibited multiplicative oscillations (amplitude 0.30–1.00, frequency 0.3–1.0 Hz). Both uplink and downlink block error rates increased by 20–100%. - **Root Cause:** Faulty resource scheduler logic causing periodic instability in PRB allocation and utilization. - **Resolution:** Deployed a scheduler patch to stabilize PRB allocation and utilization; reset affected radio nodes to clear oscillatory states."
TS_anomalous__synthetic__Zone_C__File_00115,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:03:24.800,2034-12-20 00:03:37.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00116,TelecomTS,anomalous__synthetic__Zone_C__File,Buffer Overflow (Gradual Buildup),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;DL_NumberOfPackets;PRB_Utilization_DL;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:07:34.400,2034-12-20 00:07:47.100,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Gradually worsening uplink buffer overflow in the wireless network. - **Symptoms:** Exponential growth in uplink buffer backlog and block error rates; logarithmic decay of transmitted and received bytes; linear increase in uplink and downlink packet counts; logistic growth in PRB utilization and PRBs allocated. - **Root Cause:** Persistent mismatch between offered uplink traffic load and available uplink capacity, likely due to sustained congestion or misconfigured scheduling/resource allocation. - **Resolution:** Increased uplink resource allocation, optimized scheduling parameters, and temporarily throttled uplink traffic to restore buffer stability and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00117,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:04:48.000,2034-12-20 00:05:00.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00118,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:00:35.200,2034-12-20 00:00:47.900,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00119,TelecomTS,anomalous__synthetic__Zone_C__File,Buffer Overflow (Gradual Buildup),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;DL_NumberOfPackets;PRB_Utilization_DL;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:07:47.200,2034-12-20 00:07:59.900,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Gradually worsening uplink buffer overflow in the wireless network. - **Symptoms:** Exponential growth in uplink buffer backlog and block error rates; logarithmic decay of transmitted and received bytes; linear increase in uplink and downlink packet counts; logistic growth in PRB utilization and PRBs allocated. - **Root Cause:** Persistent mismatch between offered uplink traffic load and available uplink capacity, likely due to sustained congestion or misconfigured scheduling/resource allocation. - **Resolution:** Increased uplink resource allocation, optimized scheduling parameters, and temporarily throttled uplink traffic to restore buffer stability and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00120,TelecomTS,anomalous__synthetic__Zone_C__File,Doppler Shift (Severe),信道干扰,严重,UL_NPRB;RX_Bytes;UL_SNR;TX_Bytes;DL_MCS;RSRP;UL_MCS,2034-12-20 00:14:40.000,2034-12-20 00:14:52.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Severe Doppler shift causing periodic wireless signal and throughput instability. - **Symptoms:** Periodic fluctuations in RSRP (3–8 dB) and uplink SNR (2–5 dB) at 2–3 Hz; downlink and uplink MCS decreased by 1–2 levels; multiplicative oscillations in transmitted/received bytes (factor 0.20–0.40) and PRBs allocated (factor 0.30–0.60) at 2–3 Hz. - **Root Cause:** Rapid relative motion between the transmitter and receiver inducing Doppler effect. - **Resolution:** Reduced source/receiver mobility, reoriented antennas for optimal alignment, and updated scheduling/adaptation algorithms to improve performance under mobility scenarios."
TS_anomalous__synthetic__Zone_C__File_00121,TelecomTS,anomalous__synthetic__Zone_C__File,Co-Channel Interference (Mild),信道干扰,预警,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:15:05.600,2034-12-20 00:15:18.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Mild co-channel interference detected in the wireless network. - **Symptoms:** Decreased reference signal power (3–8 units), reduced uplink SNR (1–3 units), increased block error rates (uplink & downlink 10–40%), reduced transmitted and received bytes (5–15%), and higher PRB utilization and allocation (5–20%). - **Root Cause:** Overlapping channels from neighboring cells causing interference. - **Resolution:** Optimized frequency planning and channel allocation; adjusted transmission power and cell overlap to minimize interference."
TS_anomalous__synthetic__Zone_C__File_00122,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:01:45.600,2034-12-20 00:01:58.300,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00123,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:01:48.800,2034-12-20 00:02:01.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00124,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:05:10.400,2034-12-20 00:05:23.100,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00125,TelecomTS,anomalous__synthetic__Zone_C__File,Co-Channel Interference (Mild),信道干扰,预警,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:15:08.800,2034-12-20 00:15:21.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Mild co-channel interference detected in the wireless network. - **Symptoms:** Decreased reference signal power (3–8 units), reduced uplink SNR (1–3 units), increased block error rates (uplink & downlink 10–40%), reduced transmitted and received bytes (5–15%), and higher PRB utilization and allocation (5–20%). - **Root Cause:** Overlapping channels from neighboring cells causing interference. - **Resolution:** Optimized frequency planning and channel allocation; adjusted transmission power and cell overlap to minimize interference."
TS_anomalous__synthetic__Zone_C__File_00126,TelecomTS,anomalous__synthetic__Zone_C__File,High Network Congestion (Sudden Spike),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;PRB_Utilization_DL;RX_Bytes;DL_NumberOfPackets;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:06:11.200,2034-12-20 00:06:23.900,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Sudden spike in wireless network congestion. - **Symptoms:** Significant uplink buffer backlog (100–400% increase), elevated PRB utilization for both uplink and downlink (30–80% increase), higher block error rates (50–150% increase), reduced transmitted/received bytes (20–50% decrease), lower packet counts (40–60% decrease), and increased PRBs allocated (40–100% increase). - **Root Cause:** Abrupt surge in network traffic demand or interference leading to congestion and resource saturation. - **Resolution:** Identified and mitigated the traffic surge, optimized resource allocation, and adjusted scheduling parameters to balance load and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00127,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:05:07.200,2034-12-20 00:05:19.900,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00128,TelecomTS,anomalous__synthetic__Zone_C__File,Buffer Overflow (Gradual Buildup),带宽不足,一般,Estimated_UL_Buffer;PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;DL_NumberOfPackets;PRB_Utilization_DL;TX_Bytes;DL_BLER;UL_NumberOfPackets,2034-12-20 00:12:19.200,2034-12-20 00:12:31.900,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Gradually worsening uplink buffer overflow in the wireless network. - **Symptoms:** Exponential growth in uplink buffer backlog and block error rates; logarithmic decay of transmitted and received bytes; linear increase in uplink and downlink packet counts; logistic growth in PRB utilization and PRBs allocated. - **Root Cause:** Persistent mismatch between offered uplink traffic load and available uplink capacity, likely due to sustained congestion or misconfigured scheduling/resource allocation. - **Resolution:** Increased uplink resource allocation, optimized scheduling parameters, and temporarily throttled uplink traffic to restore buffer stability and reduce error rates."
TS_anomalous__synthetic__Zone_C__File_00129,TelecomTS,anomalous__synthetic__Zone_C__File,Antenna Failure,基站故障,严重,Estimated_UL_Buffer;UL_BLER;RX_Bytes;PRBs_UL_Current;UL_SNR;UL_NumberOfPackets;DL_NumberOfPackets;TX_Bytes;DL_MCS;PRBs_DL_Current;DL_BLER;RSRP;UL_MCS,2034-12-20 00:02:08.000,2034-12-20 00:02:20.700,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Antenna failure has adversely impacted wireless network performance. - **Symptoms:** Significant drop in reference signal received power (10–20 units). Uplink SNR fell (5–15 units). Both uplink and downlink block error rates surged exponentially. Uplink and downlink MCS decreased (5–15 units). PRBs for downlink (30–80%) and uplink (50–80%) decreased. Transmitted and received bytes declined logarithmically. Uplink buffer backlog grew exponentially. Uplink packet count rose (50–200%), downlink packet count increased (30–100%). - **Root Cause:** Hardware malfunction due to antenna failure impeding signal transmission and reception. - **Resolution:** Antenna hardware was inspected, faulty components replaced, and network performance monitored to confirm restoration."
TS_anomalous__synthetic__Zone_C__File_00130,TelecomTS,anomalous__synthetic__Zone_C__File,Faulty RF Filters (Temporal),误码过高,一般,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:06:52.800,2034-12-20 00:07:05.500,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Temporal malfunction of RF filters causing degraded wireless link quality. - **Symptoms:** Linear decreases in Reference Signal Received Power and Uplink Signal-to-Noise Ratio; exponential increases in both uplink and downlink block error rates and PRB utilization; logarithmic decay in transmitted and received bytes; linear increase in PRBs allocated. - **Root Cause:** Faulty or degraded RF filters impairing signal integrity and system performance. - **Resolution:** Replaced or repaired the affected RF filters, restored normal metric trends, and verified network stability."
TS_anomalous__synthetic__Zone_C__File_00131,TelecomTS,anomalous__synthetic__Zone_C__File,Co-Channel Interference (Mild),信道干扰,预警,PRB_Utilization_UL;UL_BLER;UL_NPRB;RX_Bytes;PRB_Utilization_DL;UL_SNR;TX_Bytes;DL_BLER;RSRP,2034-12-20 00:15:18.400,2034-12-20 00:15:31.100,TS_ZONE_C,,,,,,"**Diagnose Summary:** - **Issue:** Mild co-channel interference detected in the wireless network. - **Symptoms:** Decreased reference signal power (3–8 units), reduced uplink SNR (1–3 units), increased block error rates (uplink & downlink 10–40%), reduced transmitted and received bytes (5–15%), and higher PRB utilization and allocation (5–20%). - **Root Cause:** Overlapping channels from neighboring cells causing interference. - **Resolution:** Optimized frequency planning and channel allocation; adjusted transmission power and cell overlap to minimize interference."
