location_sample_id,scenario_id,timestamp,longitude,latitude,serving_pci,rsrp,sinr,throughput_mbps,rb_num,gps_speed_kmh,nearest_station_id,nearest_station_distance_m,root_cause,fault_type_cn
LOC_ID_W7H0SHFD3F_09,ID_W7H0SHFD3F,2025-05-07 11:09:44.000000,128.18883,32.580175,307,-80.44,7.63,887.14,200.46,3,KG_0033164_26_307,97.229517,C5,基站故障
LOC_ID_6OV7LTWETR_00,ID_6OV7LTWETR,2025-05-07 14:56:52.000000,128.18503,32.582197,764,-77.36,18.32,998,209.51,31,KG_0033317_16_764,234.12047,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_01,ID_6OV7LTWETR,2025-05-07 14:56:53.000000,128.18507,32.582277,764,-75.5,19.98,971.31,210.66,0,KG_0033317_16_764,238.27743,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_02,ID_6OV7LTWETR,2025-05-07 14:56:54.000000,128.18511,32.582357,764,-80.98,15.67,875.31,210.68,19,KG_0033317_16_764,242.31918,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_03,ID_6OV7LTWETR,2025-05-07 14:56:55.000000,128.18515,32.582436,764,-81.87,12.62,647.29,210.65,15,KG_0033317_16_764,246.99811,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_04,ID_6OV7LTWETR,2025-05-07 14:56:56.000000,128.18518,32.582524,764,-79.21,12.95,764.63,211.21,33,KG_0033317_16_764,252.75499,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_05,ID_6OV7LTWETR,2025-05-07 14:56:57.000000,128.18522,32.582616,764,-82.32,9.61,346.58,211.18,67,KG_0033317_16_764,259.1173,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_06,ID_6OV7LTWETR,2025-05-07 14:56:58.000000,128.18383,32.581468,764,-84.19,5.8,297.73,211.34,43,KG_0033317_16_764,288.40797,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_07,ID_6OV7LTWETR,2025-05-07 14:56:59.000000,128.1853,32.582763,217,-87.84,1.77,318.05,211.06,72,KG_0033317_13_217,276.12352,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_08,ID_6OV7LTWETR,2025-05-07 14:57:00.000000,128.18533,32.582824,217,-82.66,9.08,307.59,210.79,70,KG_0033317_13_217,280.64552,C7,信号中断/覆盖退化
LOC_ID_6OV7LTWETR_09,ID_6OV7LTWETR,2025-05-07 14:57:01.000000,128.18535,32.582874,217,-87.01,6.14,697.56,211.32,37,KG_0033317_13_217,284.83032,C7,信号中断/覆盖退化
LOC_ID_OMY5TZNX0C_00,ID_OMY5TZNX0C,2025-05-07 11:07:35.000000,128.18971,32.581055,129,-86.06,9.92,1321.07,210.74,14,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_01,ID_OMY5TZNX0C,2025-05-07 11:07:36.000000,128.18971,32.581055,129,-83.45,11.2,1323.56,210.73,33,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_02,ID_OMY5TZNX0C,2025-05-07 11:07:37.000000,128.18971,32.581055,129,-84.86,10.66,1231.26,198.08,29,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_03,ID_OMY5TZNX0C,2025-05-07 11:07:38.000000,128.18971,32.581055,129,-87.83,10.11,1141.9,189.65,37,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_04,ID_OMY5TZNX0C,2025-05-07 11:07:39.000000,128.18971,32.581055,129,-89.13,10.59,1204.48,190.04,9,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_05,ID_OMY5TZNX0C,2025-05-07 11:07:40.000000,128.18971,32.581055,129,-85.44,10.47,541.72,209.87,16,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_06,ID_OMY5TZNX0C,2025-05-07 11:07:41.000000,128.18971,32.581055,129,-86.52,10.71,545.82,211.32,7,KG_0033164_14_129,60.698219,C3,信道干扰
LOC_ID_OMY5TZNX0C_07,ID_OMY5TZNX0C,2025-05-07 11:07:42.000000,128.18963,32.581068,307,-89.67,10.11,683.91,211.12,20,KG_0033164_26_307,56.660861,C3,信道干扰
LOC_ID_OMY5TZNX0C_08,ID_OMY5TZNX0C,2025-05-07 11:07:43.000000,128.18971,32.581055,307,-88.63,10.87,674.52,210.87,5,KG_0033164_26_307,63.679288,C3,信道干扰
LOC_ID_OMY5TZNX0C_09,ID_OMY5TZNX0C,2025-05-07 11:07:44.000000,128.18971,32.581055,307,-84.92,11.64,1312.38,210.73,25,KG_0033164_26_307,63.679288,C3,信道干扰
LOC_ID_M943UXOCHP_00,ID_M943UXOCHP,2025-05-07 15:21:22.000000,128.18903,32.581586,368,-84.75,13.82,914.37,187.86,13,KG_0033164_24_368,22.239183,C3,信道干扰
LOC_ID_M943UXOCHP_01,ID_M943UXOCHP,2025-05-07 15:21:23.000000,128.189,32.581506,368,-82.9,16.03,1029.51,207.7,6,KG_0033164_24_368,31.252921,C3,信道干扰
LOC_ID_M943UXOCHP_02,ID_M943UXOCHP,2025-05-07 15:21:24.000000,128.18897,32.581425,368,-79.69,21.31,1126.95,203.11,23,KG_0033164_24_368,40.520226,C3,信道干扰
LOC_ID_M943UXOCHP_03,ID_M943UXOCHP,2025-05-07 15:21:25.000000,128.18894,32.581345,368,-80.12,19.02,451.47,210.88,3,KG_0033164_24_368,49.620782,C3,信道干扰
LOC_ID_M943UXOCHP_04,ID_M943UXOCHP,2025-05-07 15:21:26.000000,128.18891,32.581266,368,-87.92,10.06,441.3,210.95,15,KG_0033164_24_368,58.749252,C3,信道干扰
LOC_ID_M943UXOCHP_05,ID_M943UXOCHP,2025-05-07 15:21:27.000000,128.18888,32.581198,129,-86.51,17.59,630.84,210.96,12,KG_0033164_14_129,41.581478,C3,信道干扰
LOC_ID_M943UXOCHP_06,ID_M943UXOCHP,2025-05-07 15:21:28.000000,128.18887,32.581125,129,-73.17,24.26,633.18,211.01,8,KG_0033164_14_129,39.528686,C3,信道干扰
LOC_ID_M943UXOCHP_07,ID_M943UXOCHP,2025-05-07 15:21:29.000000,128.18885,32.581076,129,-72.39,22.9,1273.14,211.26,6,KG_0033164_14_129,40.175133,C3,信道干扰
LOC_ID_M943UXOCHP_08,ID_M943UXOCHP,2025-05-07 15:21:30.000000,128.18883,32.581037,129,-78.46,13.28,1132.83,210.91,7,KG_0033164_14_129,41.693918,C3,信道干扰
LOC_ID_M943UXOCHP_09,ID_M943UXOCHP,2025-05-07 15:21:31.000000,128.18881,32.581014,129,-85.99,12.06,934.27,207.03,21,KG_0033164_14_129,42.913473,C3,信道干扰
LOC_ID_O1YYYULWAA_00,ID_O1YYYULWAA,2025-05-07 15:18:52.000000,128.18858,32.583168,151,-87.21,10.23,1209.14,209.18,7,KG_0033164_12_151,137.25681,C3,信道干扰
LOC_ID_O1YYYULWAA_01,ID_O1YYYULWAA,2025-05-07 15:18:53.000000,128.18859,32.583168,151,-87.05,10.61,1275.45,207.86,18,KG_0033164_12_151,135.98754,C3,信道干扰
LOC_ID_O1YYYULWAA_02,ID_O1YYYULWAA,2025-05-07 15:18:54.000000,128.18862,32.583157,151,-84.47,10.43,1214.03,205.2,25,KG_0033164_12_151,134.4048,C3,信道干扰
LOC_ID_O1YYYULWAA_03,ID_O1YYYULWAA,2025-05-07 15:18:55.000000,128.18864,32.583157,151,-87.37,10.33,1172.05,200.28,32,KG_0033164_12_151,132.41868,C3,信道干扰
LOC_ID_O1YYYULWAA_04,ID_O1YYYULWAA,2025-05-07 15:18:56.000000,128.18865,32.583156,151,-85.42,9.72,495.81,210.48,1,KG_0033164_12_151,131.1863,C3,信道干扰
LOC_ID_O1YYYULWAA_05,ID_O1YYYULWAA,2025-05-07 15:18:57.000000,128.18867,32.583148,151,-87.14,8.82,460.17,210.62,30,KG_0033164_12_151,129.45386,C3,信道干扰
LOC_ID_O1YYYULWAA_06,ID_O1YYYULWAA,2025-05-07 15:18:58.000000,128.18869,32.583148,330,-89.4,8.44,607.35,208.29,4,KG_0033164_4_330,253.81888,C3,信道干扰
LOC_ID_O1YYYULWAA_07,ID_O1YYYULWAA,2025-05-07 15:18:59.000000,128.18941,32.58311,330,-82.13,10.56,675.98,206.48,0,KG_0033164_4_330,314.27556,C3,信道干扰
LOC_ID_O1YYYULWAA_08,ID_O1YYYULWAA,2025-05-07 15:19:00.000000,128.18871,32.583148,330,-81.97,10.79,1202.48,209.94,23,KG_0033164_4_330,254.9219,C3,信道干扰
LOC_ID_O1YYYULWAA_09,ID_O1YYYULWAA,2025-05-07 15:19:01.000000,128.18872,32.583136,330,-77.82,17.05,1301.84,210.27,18,KG_0033164_4_330,256.27434,C3,信道干扰
LOC_ID_NJUL0WZN0O_00,ID_NJUL0WZN0O,2025-05-07 11:40:15.000000,128.18956,32.577161,95,-74,7.83,1121.84,201.2,16,KG_0033166_17_95,62.137694,C8,带宽不足
LOC_ID_NJUL0WZN0O_01,ID_NJUL0WZN0O,2025-05-07 11:40:16.000000,128.18954,32.577132,95,-79.2,3.8,475.34,105.45,1,KG_0033166_17_95,65.960319,C8,带宽不足
LOC_ID_NJUL0WZN0O_02,ID_NJUL0WZN0O,2025-05-07 11:40:17.000000,128.18953,32.577101,95,-85.27,-0.22,416.37,105.26,3,KG_0033166_17_95,69.167417,C8,带宽不足
LOC_ID_NJUL0WZN0O_03,ID_NJUL0WZN0O,2025-05-07 11:40:18.000000,128.18951,32.577075,249,-89.84,-1.12,425.44,98.75,2,KG_0033166_15_249,75.65879,C8,带宽不足
LOC_ID_NJUL0WZN0O_04,ID_NJUL0WZN0O,2025-05-07 11:40:19.000000,128.18951,32.577044,249,-77.66,10.11,437.87,102.355,24,KG_0033166_15_249,78.823875,C8,带宽不足
LOC_ID_NJUL0WZN0O_05,ID_NJUL0WZN0O,2025-05-07 11:40:20.000000,128.1895,32.577002,249,-70.22,14.77,989.75,209.77,33,KG_0033166_15_249,83.077596,C8,带宽不足
LOC_ID_NJUL0WZN0O_06,ID_NJUL0WZN0O,2025-05-07 11:40:21.000000,128.18949,32.576964,249,-70.01,14.07,1048.02,208.23,37,KG_0033166_15_249,87.007637,C8,带宽不足
LOC_ID_NJUL0WZN0O_07,ID_NJUL0WZN0O,2025-05-07 11:40:22.000000,128.18948,32.576934,249,-69.67,11.64,1124.35,211.07,37,KG_0033166_15_249,90.520598,C8,带宽不足
LOC_ID_NJUL0WZN0O_08,ID_NJUL0WZN0O,2025-05-07 11:40:23.000000,128.1895,32.576914,249,-70.8,8.59,1165.5,210.36,35,KG_0033166_15_249,91.038132,C8,带宽不足
LOC_ID_NJUL0WZN0O_09,ID_NJUL0WZN0O,2025-05-07 11:40:24.000000,128.18947,32.576884,249,-72.45,7,1164.22,209.5,17,KG_0033166_15_249,95.633343,C8,带宽不足
LOC_ID_B72BWE86RD_00,ID_B72BWE86RD,2025-05-07 11:14:55.000000,128.18968,32.578411,95,-71.62,4.08,1116.14,205.73,38,KG_0033166_17_95,91.265141,C8,带宽不足
LOC_ID_B72BWE86RD_01,ID_B72BWE86RD,2025-05-07 11:14:56.000000,128.1896,32.578441,95,-71.57,2.62,1126.36,209.36,14,KG_0033166_17_95,96.356955,C8,带宽不足
LOC_ID_B72BWE86RD_02,ID_B72BWE86RD,2025-05-07 11:14:57.000000,128.18951,32.578461,95,-71.11,3.28,923.95,191,26,KG_0033166_17_95,100.90978,C8,带宽不足
LOC_ID_B72BWE86RD_03,ID_B72BWE86RD,2025-05-07 11:14:58.000000,128.18941,32.578493,95,-72.11,-1.93,104.08,84.125,16,KG_0033166_17_95,107.67405,C8,带宽不足
LOC_ID_B72BWE86RD_04,ID_B72BWE86RD,2025-05-07 11:14:59.000000,128.18931,32.578524,95,-79.66,-4.57,122.47,96.945,38,KG_0033166_17_95,114.81645,C8,带宽不足
LOC_ID_B72BWE86RD_05,ID_B72BWE86RD,2025-05-07 11:15:00.000000,128.1892,32.578556,134,-85.22,0.86,107.08,80.565,30,KG_0033166_5_134,353.00934,C8,带宽不足
LOC_ID_B72BWE86RD_06,ID_B72BWE86RD,2025-05-07 11:15:01.000000,128.18911,32.578595,134,-73.44,4.22,182.85,102.91,37,KG_0033166_5_134,363.33105,C8,带宽不足
LOC_ID_B72BWE86RD_07,ID_B72BWE86RD,2025-05-07 11:15:02.000000,128.18896,32.578849,134,-71.79,3.72,859.74,207.62,34,KG_0033166_5_134,387.16235,C8,带宽不足
LOC_ID_B72BWE86RD_08,ID_B72BWE86RD,2025-05-07 11:15:03.000000,128.18888,32.578658,134,-77.05,2.02,872.44,208.5,14,KG_0033166_5_134,385.72283,C8,带宽不足
LOC_ID_B72BWE86RD_09,ID_B72BWE86RD,2025-05-07 11:15:04.000000,128.18878,32.57869,134,-74.75,1.35,813.24,203.57,11,KG_0033166_5_134,395.7373,C8,带宽不足
LOC_ID_L6PFPPDHWH_00,ID_L6PFPPDHWH,2025-05-07 11:11:25.000000,128.18896,32.579412,712,-86.45,8.34,1060.4,203.73,38,KG_0034038_4_712,101.6348,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_01,ID_L6PFPPDHWH,2025-05-07 11:11:26.000000,128.18891,32.579432,712,-85.85,7.48,1106.37,195.98,39,KG_0034038_4_712,98.050433,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_02,ID_L6PFPPDHWH,2025-05-07 11:11:27.000000,128.18887,32.579444,712,-86,4.86,175.78,181.34,76,KG_0034038_4_712,95.005336,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_03,ID_L6PFPPDHWH,2025-05-07 11:11:28.000000,128.18881,32.579452,712,-88.76,5.19,107.86,184.88,54,KG_0034038_4_712,90.592323,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_04,ID_L6PFPPDHWH,2025-05-07 11:11:29.000000,128.18876,32.579475,258,-89.57,5.58,107.05,172,77,KG_0034038_2_258,88.593396,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_05,ID_L6PFPPDHWH,2025-05-07 11:11:30.000000,128.1887,32.579484,258,-77.46,9.52,310.84,207.01,73,KG_0034038_2_258,84.673237,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_06,ID_L6PFPPDHWH,2025-05-07 11:11:31.000000,128.18866,32.579495,258,-68.93,12.92,984.42,200.95,30,KG_0034038_2_258,82.109878,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_07,ID_L6PFPPDHWH,2025-05-07 11:11:32.000000,128.18861,32.579508,258,-59.33,13.61,1050.46,203.65,3,KG_0034038_2_258,79.321188,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_08,ID_L6PFPPDHWH,2025-05-07 11:11:33.000000,128.18858,32.579515,258,-59.55,14.44,1006.89,205.99,22,KG_0034038_2_258,77.338755,C7,信号中断/覆盖退化
LOC_ID_L6PFPPDHWH_09,ID_L6PFPPDHWH,2025-05-07 11:11:34.000000,128.18855,32.579527,258,-59.82,16.07,1078.79,206.98,10,KG_0034038_2_258,76.245425,C7,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_00,ID_XYQ7GDJV54,2025-05-07 13:36:32.000000,128.1949,32.584468,432,-87.82,10.46,766.19,208.66,9,KG_0033918_29_432,91.253591,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_01,ID_XYQ7GDJV54,2025-05-07 13:36:33.000000,128.19488,32.584418,432,-83.4,10.48,714.02,202.37,9,KG_0033918_29_432,90.532621,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_02,ID_XYQ7GDJV54,2025-05-07 13:36:34.000000,128.19486,32.584369,432,-84.93,9.66,743.67,203.99,1,KG_0033918_29_432,89.506879,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_03,ID_XYQ7GDJV54,2025-05-07 13:36:35.000000,128.19484,32.584327,432,-86.89,8.27,1145.43,193,27,KG_0033918_29_432,88.638901,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_04,ID_XYQ7GDJV54,2025-05-07 13:36:36.000000,128.19483,32.584277,13,-85.19,6.52,174.8,182,33,KG_0033980_38_13,3047.5123,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_05,ID_XYQ7GDJV54,2025-05-07 13:36:37.000000,128.19481,32.58424,13,-85.83,7.94,264.2,204.79,8,KG_0033980_38_13,3050.2939,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_06,ID_XYQ7GDJV54,2025-05-07 13:36:38.000000,128.19479,32.584186,13,-87.17,6.63,224.43,181.85,23,KG_0033980_38_13,3052.7865,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_07,ID_XYQ7GDJV54,2025-05-07 13:36:39.000000,128.19478,32.584164,13,-80.17,9.84,377.16,205.66,32,KG_0033980_38_13,3054.5312,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_08,ID_XYQ7GDJV54,2025-05-07 13:36:40.000000,128.19477,32.584137,226,-79.48,11.5,842.35,207.7,2,KG_0033918_38_226,225.55366,C2,信号中断/覆盖退化
LOC_ID_XYQ7GDJV54_09,ID_XYQ7GDJV54,2025-05-07 13:36:41.000000,128.19474,32.584057,226,-82.12,10.67,919.52,207.01,21,KG_0033918_38_226,234.85232,C2,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_00,ID_ACY8SG4OLC,2025-05-07 13:20:12.000000,128.19414,32.583979,432,-78.6,24.76,1560.19,210.08,19,KG_0033918_29_432,76.892189,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_01,ID_ACY8SG4OLC,2025-05-07 13:20:13.000000,128.19422,32.583959,432,-79.99,25.55,1470.54,209.84,38,KG_0033918_29_432,83.593085,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_02,ID_ACY8SG4OLC,2025-05-07 13:20:14.000000,128.19429,32.583946,432,-81.21,22.51,1423.12,210.78,31,KG_0033918_29_432,88.968052,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_03,ID_ACY8SG4OLC,2025-05-07 13:20:15.000000,128.19436,32.583939,432,-85.53,18.72,1322.01,210.04,7,KG_0033918_29_432,94.43888,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_04,ID_ACY8SG4OLC,2025-05-07 13:20:16.000000,128.19443,32.583926,432,-84.61,15.18,556.02,210.72,59,KG_0033918_29_432,100.4763,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_05,ID_ACY8SG4OLC,2025-05-07 13:20:17.000000,128.19447,32.583926,432,-88.17,14.78,590.63,210.41,54,KG_0033918_29_432,103.71845,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_06,ID_ACY8SG4OLC,2025-05-07 13:20:18.000000,128.19451,32.583917,983,-86.17,12.59,561.97,208.18,55,KG_0033918_24_983,205.15307,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_07,ID_ACY8SG4OLC,2025-05-07 13:20:19.000000,128.19455,32.583906,983,-83.91,10.75,563.61,210.25,55,KG_0033918_24_983,205.65736,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_08,ID_ACY8SG4OLC,2025-05-07 13:20:20.000000,128.19458,32.583895,983,-81.42,11.65,1333.61,210.14,7,KG_0033918_24_983,205.68488,C7,信号中断/覆盖退化
LOC_ID_ACY8SG4OLC_09,ID_ACY8SG4OLC,2025-05-07 13:20:21.000000,128.19459,32.583887,983,-85.72,13.74,1050.44,210.14,22,KG_0033918_24_983,205.4439,C7,信号中断/覆盖退化
LOC_ID_PA36YAGJ1B_00,ID_PA36YAGJ1B,2025-05-07 13:19:22.000000,128.19198,32.583847,696,-85.59,11.39,870.72,207.28,35,KG_0033918_52_696,146.34423,C5,基站故障
LOC_ID_PA36YAGJ1B_01,ID_PA36YAGJ1B,2025-05-07 13:19:23.000000,128.19216,32.584437,696,-85.57,12.94,858.79,205.25,0,KG_0033918_52_696,212.06789,C5,基站故障
LOC_ID_PA36YAGJ1B_02,ID_PA36YAGJ1B,2025-05-07 13:19:24.000000,128.19207,32.583828,696,-84.98,9.86,981.94,206.9,36,KG_0033918_52_696,144.12206,C5,基站故障
LOC_ID_PA36YAGJ1B_03,ID_PA36YAGJ1B,2025-05-07 13:19:25.000000,128.1921,32.583827,696,-85.61,9.52,378.61,205.99,20,KG_0033918_52_696,144.09643,C5,基站故障
LOC_ID_PA36YAGJ1B_04,ID_PA36YAGJ1B,2025-05-07 13:19:26.000000,128.19213,32.583827,338,-85.97,9.6,343.93,200.39,14,KG_0033918_26_338,148.03513,C5,基站故障
LOC_ID_PA36YAGJ1B_05,ID_PA36YAGJ1B,2025-05-07 13:19:27.000000,128.19213,32.583827,696,-86.59,10.02,385.3,206.48,21,KG_0033918_52_696,144.2227,C5,基站故障
LOC_ID_PA36YAGJ1B_06,ID_PA36YAGJ1B,2025-05-07 13:19:28.000000,128.19215,32.583827,338,-88.1,10.78,368.73,204.52,16,KG_0033918_26_338,148.22367,C5,基站故障
LOC_ID_PA36YAGJ1B_07,ID_PA36YAGJ1B,2025-05-07 13:19:29.000000,128.19216,32.583838,338,-84.19,10.96,893.89,204.28,20,KG_0033918_26_338,149.51843,C5,基站故障
LOC_ID_PA36YAGJ1B_08,ID_PA36YAGJ1B,2025-05-07 13:19:30.000000,128.19216,32.583846,338,-79.65,13.03,853.4,200.8,23,KG_0033918_26_338,150.47383,C5,基站故障
LOC_ID_PA36YAGJ1B_09,ID_PA36YAGJ1B,2025-05-07 13:19:31.000000,128.19218,32.583857,338,-83,11.29,804.74,196.42,35,KG_0033918_26_338,151.84966,C5,基站故障
LOC_ID_43BM63PVBY_00,ID_43BM63PVBY,2025-05-07 11:25:55.000000,128.19333,32.582248,477,-84.95,6.65,1103.78,210.87,26,KG_0033918_25_477,29.025529,C4,信道干扰
LOC_ID_43BM63PVBY_01,ID_43BM63PVBY,2025-05-07 11:25:56.000000,128.19334,32.582286,477,-83.93,5.71,1137.63,211.22,32,KG_0033918_25_477,29.050756,C4,信道干扰
LOC_ID_43BM63PVBY_02,ID_43BM63PVBY,2025-05-07 11:25:57.000000,128.19337,32.582327,477,-85.08,3.11,446.78,210.91,14,KG_0033918_25_477,28.040665,C4,信道干扰
LOC_ID_43BM63PVBY_03,ID_43BM63PVBY,2025-05-07 11:25:58.000000,128.19338,32.582357,477,-85.52,1.51,414.38,211.05,38,KG_0033918_25_477,28.493736,C4,信道干扰
LOC_ID_43BM63PVBY_04,ID_43BM63PVBY,2025-05-07 11:25:59.000000,128.19339,32.582376,983,-89.63,4.22,359.91,190.94,22,KG_0033918_24_983,29.072128,C4,信道干扰
LOC_ID_43BM63PVBY_05,ID_43BM63PVBY,2025-05-07 11:26:00.000000,128.1934,32.582388,983,-75.67,13.8,451.41,211.05,12,KG_0033918_24_983,29.306114,C4,信道干扰
LOC_ID_43BM63PVBY_06,ID_43BM63PVBY,2025-05-07 11:26:01.000000,128.19341,32.582395,983,-77.05,5.65,1077.14,211.26,30,KG_0033918_24_983,29.38474,C4,信道干扰
LOC_ID_43BM63PVBY_07,ID_43BM63PVBY,2025-05-07 11:26:02.000000,128.19342,32.582407,983,-79.71,2.94,1066.72,210.96,26,KG_0033918_24_983,29.213091,C4,信道干扰
LOC_ID_43BM63PVBY_08,ID_43BM63PVBY,2025-05-07 11:26:03.000000,128.19343,32.582414,983,-83.16,1.68,936.73,210.42,39,KG_0033918_24_983,29.387511,C4,信道干扰
LOC_ID_43BM63PVBY_09,ID_43BM63PVBY,2025-05-07 11:26:04.000000,128.19345,32.582495,983,-82.13,9.59,876.01,190.87,12,KG_0033918_24_983,35.383092,C4,信道干扰
LOC_ID_9JLRA8OQKQ_00,ID_9JLRA8OQKQ,2025-05-07 14:24:32.000000,128.18692,32.584056,330,-86.32,20.59,869.87,207.3,13,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_01,ID_9JLRA8OQKQ,2025-05-07 14:24:33.000000,128.18692,32.584056,330,-85.23,20.94,724.32,190.73,6,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_02,ID_9JLRA8OQKQ,2025-05-07 14:24:34.000000,128.18692,32.584056,330,-85.28,20.9,643.41,183.77,27,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_03,ID_9JLRA8OQKQ,2025-05-07 14:24:35.000000,128.18692,32.584056,330,-87.37,20.44,772.34,188.25,9,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_04,ID_9JLRA8OQKQ,2025-05-07 14:24:36.000000,128.18692,32.584056,330,-88.68,20.25,831.89,202.39,17,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_05,ID_9JLRA8OQKQ,2025-05-07 14:24:37.000000,128.18692,32.584056,330,-86.7,20.32,340.44,199.23,5,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_06,ID_9JLRA8OQKQ,2025-05-07 14:24:38.000000,128.18692,32.584056,591,-85.55,20.48,377.52,198.13,20,KG_0033164_5_591,207.26737,C5,基站故障
LOC_ID_9JLRA8OQKQ_07,ID_9JLRA8OQKQ,2025-05-07 14:24:39.000000,128.18692,32.584056,330,-86.05,20.39,353.88,193.95,27,KG_0033164_4_330,91.876177,C5,基站故障
LOC_ID_9JLRA8OQKQ_08,ID_9JLRA8OQKQ,2025-05-07 14:24:40.000000,128.18692,32.584056,591,-87.99,22.91,288.48,208.81,2,KG_0033164_5_591,207.26737,C5,基站故障
LOC_ID_9JLRA8OQKQ_09,ID_9JLRA8OQKQ,2025-05-07 14:24:41.000000,128.18692,32.584056,591,-85.67,22.04,809.91,203.06,25,KG_0033164_5_591,207.26737,C5,基站故障
LOC_ID_GSN81O4OD5_00,ID_GSN81O4OD5,2025-05-07 15:15:02.000000,128.18708,32.582136,217,-88.7,9.57,1125.29,210.44,27,KG_0033317_13_217,166.98,C3,信道干扰
LOC_ID_GSN81O4OD5_01,ID_GSN81O4OD5,2025-05-07 15:15:03.000000,128.18708,32.582136,217,-85.64,12.93,1166.75,209.72,24,KG_0033317_13_217,166.92795,C3,信道干扰
LOC_ID_GSN81O4OD5_02,ID_GSN81O4OD5,2025-05-07 15:15:04.000000,128.18706,32.582136,217,-85.71,10.61,1154.53,209.67,37,KG_0033317_13_217,166.80602,C3,信道干扰
LOC_ID_GSN81O4OD5_03,ID_GSN81O4OD5,2025-05-07 15:15:05.000000,128.18706,32.582136,217,-84.72,10.83,422.53,209.88,21,KG_0033317_13_217,166.80602,C3,信道干扰
LOC_ID_GSN81O4OD5_04,ID_GSN81O4OD5,2025-05-07 15:15:06.000000,128.18706,32.582125,217,-85.95,10.36,407.07,209.66,36,KG_0033317_13_217,165.53382,C3,信道干扰
LOC_ID_GSN81O4OD5_05,ID_GSN81O4OD5,2025-05-07 15:15:07.000000,128.18706,32.582125,96,-87.15,11.33,633.78,203.7,23,KG_0033317_14_96,323.65141,C3,信道干扰
LOC_ID_GSN81O4OD5_06,ID_GSN81O4OD5,2025-05-07 15:15:08.000000,128.18705,32.582117,96,-86.37,13.75,608.22,210.73,16,KG_0033317_14_96,322.4996,C3,信道干扰
LOC_ID_GSN81O4OD5_07,ID_GSN81O4OD5,2025-05-07 15:15:09.000000,128.18704,32.582105,96,-87.67,13.4,1106.44,210.47,14,KG_0033317_14_96,321.02065,C3,信道干扰
LOC_ID_GSN81O4OD5_08,ID_GSN81O4OD5,2025-05-07 15:15:10.000000,128.18704,32.582098,96,-82.14,18.89,1062.04,210.81,5,KG_0033317_14_96,320.36146,C3,信道干扰
